script	active_severity_or_advisory_keywords	filter_design	configurable_settings	severity_conditions	row_filter_criteria	evidence_basis	rule_evaluation_confidence	root_cause_confidence	confidence_reason	interpretation_limit	threshold_review_status
21_configuration_parameters/02_wal_checkpoint_settings.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
21_configuration_parameters/03_autovacuum_settings.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
21_configuration_parameters/04_connection_timeout_settings.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE name IN (	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
21_configuration_parameters/05_parameter_deviation_necessity_report.sql	HIGH,LOW,MEDIUM,OK,REVIEW	HARDCODED_THRESHOLD	none	e.temp_bytes >= 10::bigint * 1024 * 1024 * 1024 || e.temp_bytes > 0 || e.cache_hit_pct < 95 AND s.bytes_value < 1024::bigint * 1024 * 1024 || e.cache_hit_pct < 98 || s.bytes_value < (SELECT bytes_value FROM setting_rows WHERE name = 'shared_buffers') * 2 || e.current_connections >= s.setting::int * 0.90 || e.current_connections >= s.setting::int * 0.75 OR s.setting::int > 500 || ce.requested_checkpoint_pct_pg15_16 > 20 OR e.wal_buffers_full > 0	WHERE name IN ( || WHERE datname NOT IN ('template0', 'template1')) AS cache_hit_pct,	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
22_application_orm_performance/01_n_plus_one_query_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
22_application_orm_performance/02_select_star_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
22_application_orm_performance/03_chatty_small_result_queries.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE calls >= 5000	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
22_application_orm_performance/04_app_idle_in_transaction_risk.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
23_functions_dynamic_sql/01_function_execution_hotspots.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
23_functions_dynamic_sql/02_dynamic_sql_function_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
23_functions_dynamic_sql/03_volatile_and_security_definer_functions.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
23_functions_dynamic_sql/04_trigger_function_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND tn.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
24_complex_filter_search/01_like_ilike_query_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
24_complex_filter_search/02_jsonb_array_column_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND a.attnum > 0 || AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
24_complex_filter_search/03_gin_gist_brin_index_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND am.amname IN ('gin', 'gist', 'brin')	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
24_complex_filter_search/04_full_text_search_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND a.attnum > 0 || AND n.nspname <> 'information_schema' || AND pg_catalog.format_type(a.atttypid, a.atttypmod) IN ('tsvector', 'tsquery')	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
25_oltp_olap_goals/01_workload_signature_oltp_vs_olap.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
25_oltp_olap_goals/02_oltp_latency_goal_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE calls >= 1000 || AND mean_exec_time >= 20	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
25_oltp_olap_goals/03_olap_throughput_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE mean_exec_time >= 200 || OR shared_blks_read >= 100000 || OR temp_blks_written > 0	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
25_oltp_olap_goals/04_mixed_workload_pressure.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE d.datname NOT IN ('template0', 'template1')	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
26_physical_cloud_diagnostics/01_instance_platform_fingerprint.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
26_physical_cloud_diagnostics/02_io_latency_profile.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE datname NOT IN ('template0', 'template1')	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
26_physical_cloud_diagnostics/03_checkpoint_fsync_pressure.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
26_physical_cloud_diagnostics/04_replication_slot_wal_retention_risk.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/01_bottleneck_overview_dashboard.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE datname NOT IN ('template0', 'template1')	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/02_waits_and_blocking_details.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/03_missing_index_candidates_from_scan_pressure.sql	HIGH,REVIEW	HARDCODED_THRESHOLD	none	seq_scan >= 5000 AND total_bytes >= 1024::bigint * 1024 * 1024	WHERE total_bytes >= 128::bigint * 1024 * 1024	PLANNER_OR_MAINTENANCE_ESTIMATE	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/04_missing_fk_index_candidates.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/05_parameter_tuning_advisor.sql	HIGH,LOW,MEDIUM,OK,REVIEW	HARDCODED_THRESHOLD	none	max_connections > 500 || max_connections > 300 || shared_buffers_bytes < 256::bigint * 1024 * 1024 || shared_buffers_bytes < 1024::bigint * 1024 * 1024 || work_mem_bytes < 4::bigint * 1024 * 1024 || work_mem_bytes < 16::bigint * 1024 * 1024 || effective_cache_bytes < shared_buffers_bytes * 2 || max_wal_size_bytes < 4::bigint * 1024 * 1024 * 1024	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
27_high_speed_tuning/06_query_tuning_action_queue.sql	HIGH,REVIEW	HARDCODED_THRESHOLD	none	mean_exec_time >= 1000 AND calls >= 100 || shared_blks_read > shared_blks_hit	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
28_pgss_resource_attribution/01_pgss_query_resource_percent.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
28_pgss_resource_attribution/02_pgss_resource_percent_by_database.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
28_pgss_resource_attribution/03_pgss_resource_percent_by_user.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
28_pgss_resource_attribution/04_pgss_query_infra_tier_classification.sql	LOW	ADVISORY_LABEL_ONLY	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/01_object_type_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND nspname <> 'information_schema' || AND table_schema <> 'information_schema' || WHERE t.typtype IN ('c', 'd', 'e', 'm', 'r') || AND (t.typtype <> 'c' OR tc.relkind = 'c')	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/02_table_pk_fk_health.sql	OK	ADVISORY_LABEL_ONLY	none	none mechanically extracted	WHERE c.relkind IN ('r', 'p') || AND n.nspname <> 'information_schema'	PLANNER_OR_MAINTENANCE_ESTIMATE	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/03_tables_missing_primary_key.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND p.oid IS NULL	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/04_missing_fk_supporting_indexes.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/05_missing_join_column_indexes.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	WHERE c.reltuples >= 10000 || AND st.seq_tup_read >= 100000 || AND st.seq_scan >= st.idx_scan || AND a.attnum > 0	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/06_identifier_casing_risks.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND c.relkind IN ('r', 'p', 'v', 'm', 'S', 'i') || AND c.relkind IN ('r', 'p', 'v', 'm') || AND a.attnum > 0	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/07_sequence_ownership_health.sql	OK	ADVISORY_LABEL_ONLY	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND d.deptype IN ('a', 'i')	CATALOG_OR_CONFIGURATION_FACT	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/08_trigger_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/09_grant_exposure_audit.sql	HIGH,LOW,MEDIUM	STATE_OR_BOOLEAN_RULE	none	tp.grantee = 'PUBLIC' || tp.is_grantable = 'YES' AND tp.grantee <> pg_get_userbyid(c.relowner) || rp.grantee = 'PUBLIC' || rp.is_grantable = 'YES' AND NOT (rp.grantee = ANY(coalesce(ro.owner_names, ARRAY[]::text[])))	AND c.relkind IN ('r', 'p', 'v', 'm', 'f') || AND tp.table_schema <> 'information_schema' || AND n.nspname <> 'information_schema' || AND rp.routine_schema <> 'information_schema' || WHERE risk_level <> 'LOW'	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/10_function_procedure_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND position('EXECUTE ' IN upper(pg_get_functiondef(p.oid))) > 0 || AND n.nspname <> 'information_schema' || AND p.prokind IN ('f', 'p')	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/11_partition_health.sql	OK	ADVISORY_LABEL_ONLY	none	none mechanically extracted	AND n.nspname <> 'information_schema'	CATALOG_OR_CONFIGURATION_FACT	LOW	LOW	Severity wording exists but no CASE threshold was mechanically traceable; manual interpretation is required.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/12_user_defined_type_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || AND t.typtype IN ('c', 'd', 'e', 'm', 'r') || AND (t.typtype <> 'c' OR rc.relkind = 'c') || WHERE a.attnum > 0 || AND c.relkind IN ('r', 'p', 'v', 'm')	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/13_insert_copy_activity.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/14_fdw_inventory.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/15_oracle_package_synonym_mapping.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	AND n.nspname <> 'information_schema' || WHERE function_count + procedure_count > 0	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/16_kettle_etl_activity_signals.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	LIVE_INSTANCE_SNAPSHOT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Point-in-time evidence can miss intermittent events; repeat or sample and correlate with logs.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/17_object_bloat_hotspots.sql	none	NO_SEVERITY_LABEL	none	dead_tuple_pct >= 25 || dead_tuple_pct >= 10	WHERE total_bytes >= 64::bigint * 1024 * 1024	PLANNER_OR_MAINTENANCE_ESTIMATE	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Statistics are sampled/estimated and may be stale; confirm ANALYZE recency and targeted evidence before action.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
29_object_inventory_health/18_object_query_hotspots_pgss.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
30_backup_restore_pitr_dr/01_backup_pitr_configuration_health.sql	OK	HARDCODED_THRESHOLD	none	name = 'archive_mode' AND setting IN ('on', 'always') || name = 'archive_command' AND coalesce((SELECT setting FROM settings WHERE name = 'archive_mode'), 'off') IN ('on', 'always') AND coalesce(trim(setting), '') <> '' AND trim(setting) <> '(disabled)' || name = 'archive_library' AND coalesce((SELECT setting FROM settings WHERE name = 'archive_mode'), 'off') IN ('on', 'always') AND coalesce(trim(setting), '') <> '' || name = 'wal_level' AND setting IN ('replica', 'logical') || name = 'max_wal_senders' AND setting ~ '^[0-9]+$' AND setting::int >= 2 || name = 'max_replication_slots' AND setting ~ '^[0-9]+$' AND setting::int >= 2 || name = 'wal_keep_size' AND setting ~ '^[0-9]+$' AND setting::int > 0 || name = 'hot_standby' AND pg_is_in_recovery() AND setting = 'on'	AND coalesce((SELECT setting FROM settings WHERE name = 'archive_mode'), 'off') IN ('on', 'always') || AND coalesce(trim(setting), '') <> '' || AND trim(setting) <> '(disabled)' THEN 'OK' || AND coalesce(trim(setting), '') <> '' THEN 'OK'	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
30_backup_restore_pitr_dr/02_wal_archiving_gap_and_lag.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_INSTANCE_COUNTER	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
30_backup_restore_pitr_dr/03_restore_to_timestamp_quick_test.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
30_backup_restore_pitr_dr/04_dr_rto_rpo_replication_evidence.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
30_backup_restore_pitr_dr/05_backup_restore_evidence_contract.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	REPOSITORY_HISTORY	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Accuracy depends on repository setup, capture cadence, retention, and uninterrupted collection.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
31_logging_error_signatures/01_logging_configuration_sanity.sql	LOW,OK	HARDCODED_THRESHOLD	none	name = 'log_line_prefix' AND setting ILIKE '%m%' AND setting ILIKE '%p%' AND setting ILIKE '%u%' AND setting ILIKE '%d%' || name = 'log_lock_waits' AND setting = 'on' || name = 'deadlock_timeout' AND setting ~ '^[0-9]+$' AND setting::int BETWEEN 100 AND 1000 || name = 'log_min_duration_statement' AND setting <> '-1' || name = 'log_temp_files' AND setting <> '-1' || name = 'log_checkpoints' AND setting = 'on' || name = 'log_autovacuum_min_duration' AND setting <> '-1'	none mechanically extracted	CATALOG_OR_CONFIGURATION_FACT	HIGH	LOW	The rule is explicit and evaluates current catalog/configuration or live-state evidence.	Current database/instance state only; provider, OS, application, and historical context may still be required.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
31_logging_error_signatures/02_error_signature_indicators.sql	REVIEW	HARDCODED_THRESHOLD	none	xact_commit + xact_rollback > 0 AND xact_rollback::numeric / (xact_commit + xact_rollback) > 0.05 || temp_bytes > 2::bigint * 1024 * 1024 * 1024	AND xact_rollback::numeric / (xact_commit + xact_rollback) > 0.05 THEN 'HIGH_ROLLBACK_SIGNATURE' || AND xact_rollback::numeric / (xact_commit + xact_rollback) > 0.05 THEN 'Inspect serialization/constraint retry patterns in application logs.'	CUMULATIVE_INSTANCE_COUNTER	MEDIUM	LOW	The rule is explicit, but its input is cumulative, sampled, estimated, or capture-cadence dependent.	Counter totals are not current rates; calculate deltas across a known interval and account for resets.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
31_logging_error_signatures/03_slow_query_log_vs_pgss_correlation.sql	none	NO_SEVERITY_LABEL	none	none mechanically extracted	none mechanically extracted	CUMULATIVE_PG_STAT_STATEMENTS	NOT_APPLICABLE	NOT_APPLICABLE	No severity label is emitted by active SQL.	Values cover the period since each entry/statistics reset; use interval snapshots for incident-window rates and percentages.	MECHANICALLY_EXTRACTED_REVIEW_REQUIRED
